,action,buySell,date,endValue,episode,price,qty,startValue
0,2,buy,10/2/2019,22547.0,223,40.0,499,20000
1,5,sell,10/7/2019,22547.0,223,41.0,499,20000
2,6,buy,10/8/2019,22547.0,223,40.0,512,20000
3,9,sell,10/11/2019,22547.0,223,42.0,512,20000
4,12,buy,10/16/2019,22547.0,223,42.0,512,20000
5,13,sell,10/17/2019,22547.0,223,42.0,512,20000
6,16,buy,10/22/2019,22547.0,223,42.0,512,20000
7,19,sell,10/25/2019,22547.0,223,43.0,512,20000
8,23,buy,10/31/2019,22547.0,223,43.0,512,20000
