,action,buySell,date,endValue,episode,price,qty,startValue
0,1,buy,2017-11-15,21566.0,731,66.0,303,20000
1,7,sell,2017-11-24,21566.0,731,69.0,303,20000
2,14,buy,2017-12-05,21566.0,731,65.0,321,20000
3,19,sell,2017-12-12,21566.0,731,65.0,321,20000
4,21,buy,2017-12-14,21566.0,731,65.0,321,20000
5,25,sell,2017-12-20,21566.0,731,65.0,321,20000
6,26,buy,2017-12-21,21566.0,731,64.0,326,20000
7,27,sell,2017-12-22,21566.0,731,65.0,326,20000
8,28,buy,2017-12-26,21566.0,731,64.0,331,20000
