,action,buySell,date,endValue,episode,price,qty,startValue
0,3,buy,10/3/2019,22716.0,108,53.0,377,20000
1,4,sell,10/4/2019,22716.0,108,54.0,377,20000
2,6,buy,10/8/2019,22716.0,108,53.0,384,20000
3,7,sell,10/9/2019,22716.0,108,54.0,384,20000
4,12,buy,10/16/2019,22716.0,108,53.0,391,20000
5,15,sell,10/21/2019,22716.0,108,55.0,391,20000
6,21,buy,10/29/2019,22716.0,108,55.0,391,20000
7,26,sell,11/5/2019,22716.0,108,58.0,391,20000
8,28,buy,11/7/2019,22716.0,108,58.0,391,20000
