,action,buySell,date,endValue,episode,price,qty,startValue
0,3,buy,10/3/2019,24514.0,879,142.0,140,20000
1,5,sell,10/7/2019,24514.0,879,142.0,140,20000
2,6,buy,10/8/2019,24514.0,879,138.0,144,20000
3,16,sell,10/22/2019,24514.0,879,155.0,144,20000
4,18,buy,10/24/2019,24514.0,879,154.0,145,20000
5,22,sell,10/30/2019,24514.0,879,156.0,145,20000
6,23,buy,10/31/2019,24514.0,879,153.0,148,20000
7,26,sell,11/5/2019,24514.0,879,165.0,148,20000
8,29,buy,11/8/2019,24514.0,879,163.0,150,20000
