,action,buySell,date,endValue,episode,price,qty,startValue
0,2,buy,10/2/2019,21604.0,341,288.0,69,20000
1,4,sell,10/4/2019,21604.0,341,294.0,69,20000
2,6,buy,10/8/2019,21604.0,341,289.0,70,20000
3,22,sell,10/30/2019,21604.0,341,304.0,70,20000
4,24,buy,11/1/2019,21604.0,341,306.0,70,20000
5,26,sell,11/5/2019,21604.0,341,307.0,70,20000
6,27,buy,11/6/2019,21604.0,341,307.0,70,20000
7,28,sell,11/7/2019,21604.0,341,308.0,70,20000
