Date,Open,High,Low,Close,Adj Close,Volume
11/12/2018,56.369999,56.5,54.43,54.490002,52.386635,24447800
11/13/2018,54.740002,55.490002,54.049999,54.16,52.069374,20883800
11/14/2018,54.84,54.889999,53.669998,53.939999,51.857864,14071900
11/15/2018,53.830002,55.540001,53.529999,55.389999,53.251896,18856300
11/16/2018,55.119999,57.040001,54.990002,55.880001,53.722977,57303300
11/19/2018,55.849998,56.619999,54.869999,54.900002,52.780804,20321400
11/20/2018,54.200001,55.43,54.07,54.919998,52.800034,20658300
11/21/2018,55.209999,56.5,55.18,55.27,53.136524,13015500
11/23/2018,54.77,55.75,54.75,55.25,53.117298,4671900
11/26/2018,55.790001,56.380001,55.18,55.73,53.578766,10373700
11/27/2018,55.59,56.23,55.349998,55.57,53.424946,9719000
11/28/2018,55.889999,56.720001,54.689999,56.650002,54.463261,17483500
11/29/2018,57.889999,59.049999,57.77,58.110001,55.866898,26949000
11/30/2018,58.220001,58.470001,57.02,58.259998,56.011108,18197800
12/3/2018,60.509998,60.509998,58.400002,59.139999,56.85714,17114500
12/4/2018,58.990002,59.48,57.220001,57.73,55.501568,15836500
12/6/2018,56.009998,57.209999,55.689999,57.110001,55.501568,18203300
12/7/2018,56.610001,57.119999,55.73,55.990002,54.413109,17054700
12/10/2018,57.77,58.25,56.639999,57.240002,55.627907,20484900
12/11/2018,58.450001,58.66,56.830002,57.349998,55.734802,13116300
12/12/2018,58.439999,58.580002,57.529999,57.720001,56.094391,13246500
12/13/2018,58.139999,58.380001,57.560001,58.09,56.453964,8949900
12/14/2018,57.560001,59,57.360001,57.619999,55.9972,13551000
12/17/2018,57.59,58.34,56.669998,57,55.394665,16648200
12/18/2018,57.689999,58.540001,57.400002,57.779999,56.152695,12384200
12/19/2018,57.540001,58.5,56.060001,56.689999,55.093391,17376400
12/20/2018,57.220001,57.939999,56.060001,56.369999,54.782402,21742300
12/21/2018,56.259998,57.279999,54.689999,54.849998,53.305214,38202300
12/24/2018,53.700001,54.889999,53.57,53.650002,52.139011,8275000
12/26/2018,54.25,56,53.509998,55.959999,54.383957,18451600
12/27/2018,55.540001,56.389999,54.77,56.09,54.510296,15804800
12/28/2018,56.330002,57.529999,56.240002,56.810001,55.210018,12749600
12/31/2018,57.119999,57.41,56.279999,56.91,55.307198,8877000
1/2/2019,56.200001,58,55.919998,57.400002,55.783401,9896600
1/3/2019,55.950001,56.84,55.52,55.700001,54.131279,14422200
1/4/2019,56.5,56.830002,55.209999,56.599998,55.005924,14177300
1/7/2019,56.389999,57.16,55.950001,56.439999,54.850433,12352000
1/8/2019,56.709999,56.880001,55.610001,55.950001,54.374237,12110000
1/9/2019,56.259998,57.110001,56.139999,56.610001,55.015648,10971000
1/10/2019,56.189999,56.990002,56.099998,56.799999,55.200298,10958200
1/11/2019,56.470001,58.169998,56.330002,57.5,55.880585,12024300
1/14/2019,57.02,57.650002,56.369999,57.299999,55.686211,9449400
1/15/2019,57.32,57.400002,55.560001,55.73,54.160431,17423400
1/16/2019,55.75,56.080002,55.16,55.27,53.713387,13856000
1/17/2019,54.970001,55.200001,54.369999,54.77,53.22747,18365000
1/18/2019,55.389999,55.900002,54.990002,55.27,53.713387,28020000
1/22/2019,54.970001,54.990002,53.939999,54.290001,52.76099,17867500
1/23/2019,52.919998,53.57,51.220001,51.77,50.311962,33788600
1/24/2019,51.950001,51.98,50.41,50.810001,49.378998,32782700
1/25/2019,50.93,52.029999,50.279999,51.299999,49.855194,19516200
1/28/2019,50.32,51.290001,50.240002,50.639999,49.213783,24457600
1/29/2019,50.490002,50.84,49.34,49.400002,48.008709,26266600
1/30/2019,49.68,50.869999,49.209999,50.169998,48.757023,18124100
1/31/2019,51.200001,51.279999,49.099998,49.52,48.125332,24736300
2/1/2019,49.580002,50.279999,49.400002,49.610001,48.212795,15533200
2/4/2019,49.709999,49.799999,49.470001,49.689999,48.290539,10880000
2/5/2019,49.73,51.080002,49.720001,50.73,49.30125,15454200
2/6/2019,50.939999,51.639999,50.93,51.099998,49.660831,11052900
2/7/2019,50.830002,51.119999,50.27,50.549999,49.12632,10623300
2/8/2019,50.240002,50.68,49.91,50.290001,48.873642,12461200
2/11/2019,50.549999,51.299999,50.380001,50.830002,49.398434,9971800
