Date,Open,High,Low,Close,Adj Close,Volume
11/12/2018,201.979996,202.869995,188.660004,189.539993,188.753098,15427900
11/13/2018,193.490005,204.210007,193.240005,199.309998,198.482544,16117800
11/14/2018,206.300003,206.880005,192.830002,197.190002,196.371338,13164500
11/15/2018,196.949997,205.300003,195.5,202.389999,201.549744,21017700
11/16/2018,163.320007,170.660004,161.610001,164.429993,163.74733,49088000
11/19/2018,161.789993,161.820007,144.630005,144.699997,144.099258,42445500
11/20/2018,134.059998,154.259995,133.309998,149.080002,148.461075,42300800
11/21/2018,154.619995,155.300003,143.610001,144.710007,144.109207,25637400
11/23/2018,143.309998,149.589996,142.789993,145,144.39801,10299200
11/26/2018,149.889999,153.470001,146.559998,153.050003,152.414566,20370800
11/27/2018,152,157.009995,150.550003,153.729996,153.091766,18451500
11/28/2018,158.479996,160.279999,153.130005,160.070007,159.405457,20113100
11/29/2018,160,161.5,156.139999,157.360001,156.863495,13729300
11/30/2018,157.75,163.860001,155.720001,163.429993,162.914337,18239100
12/3/2018,172.600006,174.679993,167.339996,170.039993,169.503479,22270100
12/4/2018,168.240005,168.440002,156.5,157.110001,156.614273,20302800
12/6/2018,151.440002,158.490005,150.809998,158.289993,157.790558,17307700
12/7/2018,158.460007,158.869995,145.619995,147.610001,147.144257,17041900
12/10/2018,145.800003,152.860001,145.649994,151.860001,151.380844,15736800
12/11/2018,155.559998,155.889999,145,148.190002,147.722427,16797800
12/12/2018,148.419998,152.779999,144.820007,148.899994,148.430176,16353400
12/13/2018,150.789993,153.380005,147.440002,148.889999,148.420212,11784600
12/14/2018,147.210007,150.589996,145.5,146.449997,145.9879,11795500
12/17/2018,145.240005,148.149994,141.240005,143.580002,143.126968,16571700
12/18/2018,145.350006,150.330002,144.25,146.940002,146.476379,14109300
12/19/2018,145.580002,147.740005,136.429993,138.509995,138.072968,18634100
12/20/2018,138.169998,141.800003,132.690002,135.100006,134.673721,18739700
12/21/2018,136.169998,137.5,128.460007,129.570007,129.161194,21593500
12/24/2018,126.489998,129.979996,124.5,127.080002,126.679031,11596000
12/26/2018,128.940002,133.139999,124.459999,133.100006,132.680054,17377500
12/27/2018,130.990005,132.380005,125.18,131.169998,130.756119,15926100
12/28/2018,132,137.389999,130.309998,133.649994,133.228302,15718200
12/31/2018,135.399994,136.710007,132.259995,133.5,133.078781,11628500
1/2/2019,130.639999,138.479996,130.050003,136.220001,135.790192,12718800
1/3/2019,133.789993,135.160004,127.690002,127.989998,127.586151,17638800
1/4/2019,130.940002,137.729996,129.699997,136.190002,135.760284,14640500
1/7/2019,138.5,144.889999,136.429993,143.399994,142.947525,17729000
1/8/2019,146.690002,146.779999,136.899994,139.830002,139.388794,19650400
1/9/2019,141.899994,144.490005,139.860001,142.580002,142.130142,15431500
1/10/2019,141.800003,145.580002,139.360001,145.229996,144.771759,13078900
1/11/2019,144.330002,149.75,143.210007,148.830002,148.360397,21869100
1/14/2019,146.720001,151.460007,145.770004,150.440002,149.965317,18254200
